PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,Total,A0,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,382,1,218228,571.2774869109948,NA
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,BugReport,A1,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,166,0.43455497382198954,93109,560.8975903614457,23589
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,RelevantCodeClass,A2,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,103,0.2696335078534031,73045,709.1747572815534,29409
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,RelevantCodeMethod,A3,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,64,0.16753926701570682,48277,754.328125,82886
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,RelevantTestClass,A4,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,88,0.23036649214659685,36002,409.1136363636364,1
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,RelevantTestMethod,A5,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,69,0.1806282722513089,28464,412.5217391304348,1
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T1,22,Others,A6,0,0,0,5.0,5.0,5.0,3.0,3.0,No,5.0,25,0.06544502617801047,16072,642.88,7517
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T2,12,Total,A0,0,0,0,5.0,5.0,5.0,2.0,3.0,No,2.0,391,1,185170,473.5805626598465,NA
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T2,12,BugReport,A1,0,0,0,5.0,5.0,5.0,2.0,3.0,No,2.0,190,0.4859335038363171,69060,363.4736842105263,13523
130,18-25,Male,White,French,Masters/Doctoral,8,11,10,8,No,No,4,T2,12,RelevantCodeClass,A2,0,0,0,5.0,5.0,5.0,2.0,3.0,No,2.0,166,0.42455242966751916,100232,603.8072289156627,1
