PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,Total,A0,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,236,1,133786,566.8898305084746,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,BugReport,A1,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,92,0.3898305084745763,59007,641.3804347826087,1
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,RelevantCodeClass,A2,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,81,0.3432203389830508,51058,630.3456790123457,7185
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,RelevantCodeMethod,A3,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,75,0.3177966101694915,48866,651.5466666666666,7185
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,RelevantTestClass,A4,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,63,0.2669491525423729,23721,376.5238095238095,4613
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,RelevantTestMethod,A5,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,1,0.00423728813559322,914,914.0,21450
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T1,2,Others,A6,0,0,1,3.0,4.0,2.0,4.0,3.0,Yes,4.0,0,0.0,0,NA,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,Total,A0,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,387,1,243931,630.312661498708,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,BugReport,A1,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,183,0.4728682170542636,93572,511.3224043715847,22215
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,RelevantCodeClass,A2,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,147,0.3798449612403101,124197,844.8775510204082,2786
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,RelevantCodeMethod,A3,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,42,0.10852713178294573,24446,582.047619047619,4501
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,RelevantTestClass,A4,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,57,0.14728682170542637,26162,458.9824561403509,1
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,RelevantTestMethod,A5,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,0,0.0,0,NA,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T2,17,Others,A6,0,0,1,2.0,3.0,4.0,4.0,2.0,No,2.0,0,0.0,0,NA,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T3,16,Total,A0,0,0,1,3,2,1,4,3,Yes,4,377,1,208668,553.4960212201592,NA
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T3,16,BugReport,A1,0,0,1,3,2,1,4,3,Yes,4,149,0.3952254641909814,79467,533.3355704697987,1
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T3,16,RelevantCodeClass,A2,0,0,1,3,2,1,4,3,Yes,4,169,0.4482758620689655,97399,576.3254437869823,12727
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T3,16,RelevantCodeMethod,A3,0,0,1,3,2,1,4,3,Yes,4,54,0.14323607427055704,32521,602.2407407407408,79617
131,18-25,Male,White,French,Masters/Doctoral,9,6,7,6,No,No,4,T3,16,RelevantTestClass,A4,0,0,1,3,2,1,4,3,Yes,4,47,0.1246684350132626,25403,540.4893617021277,20953
