PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,Total,A0,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,146,1,127650,874.3150684931506,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,BugReport,A1,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,98,0.6712328767123288,75062,765.9387755102041,1
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,RelevantCodeClass,A2,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,48,0.3287671232876712,52588,1095.5833333333333,9619
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,RelevantCodeMethod,A3,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,36,0.2465753424657534,42672,1185.3333333333333,9619
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,RelevantTestClass,A4,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,RelevantTestMethod,A5,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T1,4,Others,A6,0,0,1,1.0,4.0,1.0,1.0,1.0,No,1.0,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,Total,A0,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,326,1,265533,814.5184049079754,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,BugReport,A1,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,182,0.558282208588957,173787,954.8736263736264,1
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,RelevantCodeClass,A2,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,124,0.3803680981595092,77066,621.5,13471
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,RelevantCodeMethod,A3,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,111,0.34049079754601225,70651,636.4954954954954,13471
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,RelevantTestClass,A4,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,20,0.06134969325153374,14680,734.0,16742
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,RelevantTestMethod,A5,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T2,8,Others,A6,0,0,1,2.0,5.0,3.0,1.0,2.0,No,2.0,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,Total,A0,0,0,1,3,3,4,2,3,No,4,338,1,285506,844.6923076923077,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,BugReport,A1,0,0,1,3,3,4,2,3,No,4,170,0.5029585798816568,156788,922.2823529411764,1
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,RelevantCodeClass,A2,0,0,1,3,3,4,2,3,No,4,155,0.45857988165680474,121229,782.1225806451613,29418
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,RelevantCodeMethod,A3,0,0,1,3,3,4,2,3,No,4,33,0.09763313609467456,34150,1034.8484848484848,117949
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,RelevantTestClass,A4,0,0,1,3,3,4,2,3,No,4,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,RelevantTestMethod,A5,0,0,1,3,3,4,2,3,No,4,0,0.0,0,NA,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T3,13,Others,A6,0,0,1,3,3,4,2,3,No,4,13,0.038461538461538464,7489,576.0769230769231,6656
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,Total,A0,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,276,1,214684,777.8405797101449,NA
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,BugReport,A1,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,149,0.5398550724637681,126531,849.2013422818792,1
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,RelevantCodeClass,A2,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,116,0.42028985507246375,83714,721.6724137931035,3336
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,RelevantCodeMethod,A3,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,69,0.25,54607,791.4057971014493,3336
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,RelevantTestClass,A4,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,11,0.03985507246376811,4439,403.54545454545456,23597
103,25-30,Male,Asian,Farsi,Masters/Doctoral,6,9,4,4,No,Yes,2,T4,22,RelevantTestMethod,A5,0,0,0,2.0,3.0,4.0,1.0,1.0,No,2.0,0,0.0,0,NA,NA
