PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,Total,A0,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,657,1,452997,689.4931506849315,NA
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,BugReport,A1,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,174,0.2648401826484018,105913,608.6954022988506,54344
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,RelevantCodeClass,A2,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,120,0.182648401826484,93866,782.2166666666667,53404
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,RelevantCodeMethod,A3,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,12,0.0182648401826484,4251,354.25,383370
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,RelevantTestClass,A4,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,349,0.5312024353120244,246800,707.163323782235,1
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,RelevantTestMethod,A5,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,15,0.0228310502283105,4315,287.6666666666667,29883
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T1,11,Others,A6,0,0,0,4.0,5.0,4.0,4.0,3.0,Yes,3.0,14,0.0213089802130898,6418,458.42857142857144,84725
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T2,15,Total,A0,0,0,1,5.0,3.0,2.0,3.0,4.0,Yes,3.0,1224,1,617204,504.2516339869281,NA
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T2,15,BugReport,A1,0,0,1,5.0,3.0,2.0,3.0,4.0,Yes,3.0,281,0.2295751633986928,175414,624.2491103202847,83252
102,30-35,Male,Asian,Persian,Masters/Doctoral,10,5,6,7,Yes,Yes,6,T2,15,RelevantCodeClass,A2,0,0,1,5.0,3.0,2.0,3.0,4.0,Yes,3.0,7,0.005718954248366013,1872,267.42857142857144,321564
