PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,Total,A0,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,614,1,520150,847.1498371335505,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,BugReport,A1,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,489,0.7964169381107492,394605,806.963190184049,5387
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,RelevantCodeClass,A2,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,110,0.1791530944625407,116497,1059.0636363636363,28149
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,RelevantCodeMethod,A3,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,81,0.13192182410423453,88736,1095.5061728395062,56044
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,RelevantTestClass,A4,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,15,0.024429967426710098,9048,603.2,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,RelevantTestMethod,A5,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,7,0.011400651465798045,5186,740.8571428571429,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T1,21,Others,A6,0,0,0,5.0,4.0,4.0,4.0,5.0,Yes,3.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,Total,A0,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,581,1,387550,667.039586919105,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,BugReport,A1,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,496,0.8537005163511188,336764,678.9596774193549,5956
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,RelevantCodeClass,A2,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,61,0.10499139414802065,39260,643.6065573770492,1783
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,RelevantCodeMethod,A3,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,57,0.0981067125645439,38282,671.6140350877193,1783
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,RelevantTestClass,A4,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,24,0.04130808950086059,11526,480.25,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,RelevantTestMethod,A5,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T2,9,Others,A6,0,0,0,5.0,4.0,3.0,2.0,2.0,No,2.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,Total,A0,0,0,1,4,5,5,5,4,Yes,4,436,1,314918,722.2889908256881,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,BugReport,A1,0,0,1,4,5,5,5,4,Yes,4,301,0.6903669724770642,232460,772.2923588039868,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,RelevantCodeClass,A2,0,0,1,4,5,5,5,4,Yes,4,103,0.23623853211009174,68899,668.9223300970874,5387
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,RelevantCodeMethod,A3,0,0,1,4,5,5,5,4,Yes,4,29,0.06651376146788991,22159,764.1034482758621,5387
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,RelevantTestClass,A4,0,0,1,4,5,5,5,4,Yes,4,29,0.06651376146788991,12875,443.9655172413793,2646
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,RelevantTestMethod,A5,0,0,1,4,5,5,5,4,Yes,4,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T3,16,Others,A6,0,0,1,4,5,5,5,4,Yes,4,3,0.006880733944954129,684,228.0,161006
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,Total,A0,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,290,1,206681,712.6931034482759,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,BugReport,A1,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,235,0.8103448275862069,160952,684.9021276595745,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,RelevantCodeClass,A2,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,48,0.16551724137931034,39045,813.4375,35855
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,RelevantCodeMethod,A3,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,42,0.14482758620689656,35460,844.2857142857143,35855
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,RelevantTestClass,A4,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,7,0.02413793103448276,6684,954.8571428571429,33053
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,RelevantTestMethod,A5,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T4,6,Others,A6,0,0,1,5.0,3.0,3.0,4.0,4.0,Yes,4.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,Total,A0,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,386,1,333350,863.6010362694301,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,BugReport,A1,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,264,0.6839378238341969,171829,650.8674242424242,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,RelevantCodeClass,A2,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,108,0.27979274611398963,154455,1430.138888888889,7456
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,RelevantCodeMethod,A3,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,63,0.16321243523316062,53714,852.6031746031746,127358
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,RelevantTestClass,A4,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,14,0.03626943005181347,7066,504.7142857142857,2847
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,RelevantTestMethod,A5,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T5,20,Others,A6,0,0,1,5.0,4.0,4.0,5.0,5.0,Yes,4.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,Total,A0,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,147,1,98360,669.1156462585034,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,BugReport,A1,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,114,0.7755102040816326,78877,691.9035087719299,1
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,RelevantCodeClass,A2,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,25,0.17006802721088435,15940,637.6,31340
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,RelevantCodeMethod,A3,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,20,0.1360544217687075,14055,702.75,31340
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,RelevantTestClass,A4,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,8,0.05442176870748299,3543,442.875,29526
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,RelevantTestMethod,A5,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,0,0.0,0,NA,NA
122,30-35,Male,Asian,Farsi,Masters/Doctoral,3,1,4,1,Yes,Yes,5,T6,3,Others,A6,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,0,0.0,0,NA,NA
