PID,Age,Gender,Ethnicity,Language,Class_attending,Q8_Code_experience_1_to_10,Q10_years_coding_1_to_10,Q11_OOP_experience_1_to_10,Q12_Java_experience_1_to_10,Author_impact_Y_N,Urgency_impact_Y_N,Task_difficulty,Task,bug_number,AOI,AOI_No,Priority_Low_High,Expertise_Expert_Novice,Accuracy_0_1,Coding_Style_1_to_5,Readability_1_to_5,Summary_1_to_5,Functionality_1_to_5,Patch_Quality_1_to_5,Accept_Y_N,Trust_1_5,FxCount,FxRate,TotalFixationTime,AvgFixationDuration,FirstFixation
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,Total,A0,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,491,1,321775,655.346232179226,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,BugReport,A1,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,204,0.4154786150712831,119018,583.4215686274509,134739
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,RelevantCodeClass,A2,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,262,0.5336048879837068,189944,724.9770992366413,2969
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,RelevantCodeMethod,A3,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,61,0.12423625254582485,34091,558.8688524590164,26770
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,RelevantTestClass,A4,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,25,0.05091649694501019,12813,512.52,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,RelevantTestMethod,A5,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T1,19,Others,A6,0,0,1,5.0,5.0,5.0,5.0,5.0,Yes,5.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,Total,A0,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,650,1,323023,496.95846153846156,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,BugReport,A1,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,320,0.49230769230769234,162584,508.075,62526
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,RelevantCodeClass,A2,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,304,0.4676923076923077,150813,496.0953947368421,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,RelevantCodeMethod,A3,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,288,0.4430769230769231,146731,509.4826388888889,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,RelevantTestClass,A4,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,26,0.04,9626,370.2307692307692,89260
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,RelevantTestMethod,A5,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T2,10,Others,A6,0,0,0,4.0,4.0,4.0,3.0,3.0,No,3.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,Total,A0,0,0,0,4,3,3,3,3,No,2,628,1,377782,601.5636942675159,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,BugReport,A1,0,0,0,4,3,3,3,3,No,2,238,0.37898089171974525,141092,592.8235294117648,34897
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,RelevantCodeClass,A2,0,0,0,4,3,3,3,3,No,2,321,0.5111464968152867,207699,647.0373831775701,3081
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,RelevantCodeMethod,A3,0,0,0,4,3,3,3,3,No,2,210,0.3343949044585987,144393,687.5857142857143,3081
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,RelevantTestClass,A4,0,0,0,4,3,3,3,3,No,2,69,0.10987261146496816,28991,420.15942028985506,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,RelevantTestMethod,A5,0,0,0,4,3,3,3,3,No,2,43,0.06847133757961783,18568,431.8139534883721,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T3,21,Others,A6,0,0,0,4,3,3,3,3,No,2,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,Total,A0,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,583,1,399099,684.5608919382504,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,BugReport,A1,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,228,0.3910806174957118,172320,755.7894736842105,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,RelevantCodeClass,A2,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,229,0.3927958833619211,132219,577.3755458515284,4507
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,RelevantCodeMethod,A3,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,23,0.03945111492281304,17767,772.4782608695652,197159
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,RelevantTestClass,A4,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,117,0.2006861063464837,64569,551.8717948717949,1559
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,RelevantTestMethod,A5,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,35,0.060034305317324184,16913,483.22857142857146,4707
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T4,16,Others,A6,0,0,1,4.0,2.0,2.0,4.0,4.0,Yes,3.0,9,0.015437392795883362,29991,3332.3333333333335,335059
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,Total,A0,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,448,1,245439,547.8549107142857,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,BugReport,A1,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,146,0.32589285714285715,86960,595.6164383561644,69079
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,RelevantCodeClass,A2,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,254,0.5669642857142857,136740,538.3464566929134,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,RelevantCodeMethod,A3,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,206,0.45982142857142855,117234,569.0970873786408,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,RelevantTestClass,A4,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,48,0.10714285714285714,21739,452.8958333333333,20738
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,RelevantTestMethod,A5,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T5,5,Others,A6,0,0,1,3.0,2.0,4.0,3.0,2.0,No,2.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,Total,A0,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,251,1,146918,585.3306772908367,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,BugReport,A1,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,86,0.3426294820717131,45271,526.4069767441861,55041
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,RelevantCodeClass,A2,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,126,0.50199203187251,78692,624.5396825396825,1
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,RelevantCodeMethod,A3,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,112,0.44621513944223107,66576,594.4285714285714,535
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,RelevantTestClass,A4,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,39,0.1553784860557769,22955,588.5897435897435,57695
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,RelevantTestMethod,A5,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,0,0.0,0,NA,NA
106,30-35,Female,Middle Eastern,Persian,Masters/Doctoral,5,12,4,4,No,No,7,T6,1,Others,A6,0,0,1,4.0,3.0,2.0,3.0,3.0,Yes,3.0,0,0.0,0,NA,NA
